1.0315e+06,21070,56257,1.6730e+05,5.9932e+05,26715,1.5697e+05,1.1897e+05,264,3327.7,33308,1.7154e+05,18294,35360,2.1838e+06,1
50111,3525,19992,4545,59444,4826,19622,3494,418,1490,5644,21510,6959,7019,1.896e+05,1
7742,1491.4,4628,537,6933,100,3142,2812,50,158,2357.6,12826,1470,5381,43991,1
1.5825e+05,508,65170,4206,89075,3739.6,34270,11381,260,2028,4662.4,1.6133e+05,10907,12328,5.1502e+05,1
4.7986e+05,12480,63155,11063,1.3817e+05,20207,42550,10587,3280,29062,732,28011,16189,19517,7.5491e+05,1
1472,236,5768,424,6351,1763.1,3160,845,8,219.62,2198.2,99,19,2772,23094,1
3.9765e+05,10885,28873,11538,43938,13801,8369,2150,961.91,1719.1,17207,51591,6870,6160,5.5316e+05,1
966.48,2507,3979,201.83,492,3994,1400,1887,46.562,83.212,832.91,1760,331,201,15888,1
28146,332,6181,555,37561,4490.3,6517,938,56,559.31,5598.4,30418,8349,5854,1.2026e+05,1
18222,5162,42087,4512,30526,470,82920,1517,622,87,3636,17839,13368,4750,2.0759e+05,1
8.0722e+05,92628,6.3032e+05,2.0082e+05,1.2512e+06,53858,5.4866e+05,3.3518e+05,21,16397,1.7607e+05,8.1796e+05,89849,1.3339e+05,4.773e+06,1
90016,907,65867,18886,1.3195e+05,3874.2,60585,6955,267,482.57,4830.3,12521,2886,19999,3.8299e+05,1
501,566,7056,462.09,8016,5410,7067,9217,92,199,1906.9,26344,545,6194,67313,1
1.8224e+05,2802,48866,15801,31754,5879,30975,240,409.76,732.3,7329.9,37965,9927,6050,3.4077e+05,1
4.9679e+05,5474.4,5.0641e+05,91063,1.1015e+06,3012,4.8823e+05,12079,16830,3910.6,41409,7.8287e+05,45915,84289,3.1811e+06,1
52629,237,32534,6093,56241,539.44,7011,1675,64,10,672.56,31217,4865,1552,1.7589e+05,1
1.0144e+06,6029.1,15332,4.3044e+05,3.3291e+05,7644.6,2.5862e+05,6393,4552,952.21,9531.1,25114,5159,53651,1.9198e+06,1
4.6369e+05,33710,1.7138e+05,2.9607e+05,1.8208e+05,42742,17636,306,354,5324,53290,1.5452e+05,22202,11255,1.261e+06,1
7014,5878,3507,233,9331,12834,13959,1343,3,22,20682,7242,424,6023,75137,1
3686,1390,782,625.68,3701,1168,10353,791,105,257.96,1954,6138.4,208,2225,31330,1
50536,1466,17374,2302,24810,13,3263,2831,90,1629,6459,14828,3049,4133,1.2026e+05,1
1.0921e+05,5786,20232,1022,90820,12519,67768,5048,15833,28296,58,41291,14269,16794,3.8832e+05,1
82458,3228.1,26568,9141,82519,4093,48486,226,751,509.83,5103.1,1.0476e+05,10111,16056,3.7317e+05,1
1.0578e+05,5255,60010,30066,1.9936e+05,50232,26364,6048,12809,6256.9,50307,5779,10976,8110,4.7726e+05,1
2.3887e+05,51612,2.071e+05,8707,5.9792e+05,8183,2.9602e+05,57725,5728,4.5991e+05,30845,7.071e+05,32879,48173,2.5516e+06,1
15146,415.97,27173,159.34,35900,527.42,13005,5855,413,65.695,657.58,4088,3133,2324,99717,1
2.1022e+05,11212,23364,2.8304e+05,3.052e+05,14216,8334,469,45,256,91257,2.1939e+05,9735,4322,1.1007e+06,1
46347,5750.1,55126,13797,1.1937e+05,3393.1,13613,3129.3,771.3,2321.3,15294,8619.8,832.25,9334,2.7048e+05,1
27379,1121,49154,2087,64109,2100.1,7391,2815,51,261.59,2618.3,41486,7836,5293,1.9654e+05,1
47308,673.87,37984,17181,2.1152e+05,854.42,76630,13088,563,106.43,1065.3,52632,9452,5831,4.2528e+05,1
5.5701e+05,4633,1.1674e+05,16798,1.9894e+05,31370,84403,16530,9370,3907.4,39111,1.1882e+05,20060,72140,1.1419e+06,1
4.1985e+05,25991,15531,2.0314e+06,6.1932e+05,32956,86655,3358,2296.9,4105,1.5902e+05,1.1646e+05,7382,13017,3.2411e+06,1
20330,2519,1682,1535,77339,102,22989,2541,2581.5,4613.5,1355,28320,3850,5894,1.594e+05,1
4.1782e+05,9772,88343,30446,2.198e+05,192,30558,17426,881,4489.9,44941,22396,21022,8375,8.324e+05,1
29749,1292.6,20006,1092,19183,1639,1316,1592,114.23,204.15,3059,9227,1234,2245,84480,1
36346,73.788,21916,8011,52577,93.558,12213,2146,474,11.654,2117,19017,1297,15928,1.5956e+05,1
1.7169e+05,461.28,30541,13571,1.4151e+05,584.87,1.0432e+05,4244,213,72.852,29723,60892,5265,8343,5.0003e+05,1
2.4055e+05,277,9616,5997,73546,4003,1.7742e+05,9581,1166,2267.1,22693,1.2614e+05,2844,13004,6.2693e+05,1
2.1223e+05,10691,61997,4177,1.0348e+05,16806,29191,7990,25,52599,1596,4668,17899,55964,5.2639e+05,1
38482,8531,22170,1.2348e+05,2.4706e+05,10817,36369,2052,753.91,1347.3,14515,40661,4340,5081,5.1037e+05,1
1.4332e+05,78130,2.675e+05,29929,2.4177e+05,99064,9.4154e+05,74730,2063,12339,1.2351e+05,61780,6780,1.348e+05,1.8136e+06,1
26633,2126,6499,31420,78819,3965,3036,6593,76,121,4730,42384,566,5955,1.8811e+05,1
22514,16452,8604,1228.1,39771,10004,36924,12009,283.32,506.34,5068.2,77188,10326,12734,2.3571e+05,1
3.7478e+05,24216,1.646e+05,10192,1.1606e+05,22,44818,28569,5535,675,33103,76374,31759,29494,8.652e+05,1
6.8537e+05,17664,1.388e+05,61793,3.0377e+05,496,93505,4968,41176,29232,5101,1.4034e+05,40191,16190,1.4228e+06,1
7.4452e+05,11767,19462,5643,3.5047e+05,1.2129e+05,2.0566e+05,2981,538,15108,800,81306,24396,17787,1.3205e+06,1
1.8968e+05,67,8381,240,53919,761,70459,584,591,3233.4,32365,74548,6759,6787,3.3747e+05,1
1.6943e+05,557,1.2302e+05,11069,1.4955e+05,3702.1,48816,7837,56,461.14,4615.7,65678,4617,5075,5.416e+05,1
38268,896,35586,89.954,44446,297.74,15322,4551,157,37.087,371.22,14514,1833,4021,1.4723e+05,1
98746,3480.7,20348,34588,86537,4413.3,30638,614,401,549.72,5502.4,45982,10313,4469,3.1721e+05,1
47848,18187,1.0707e+05,9622,1.8624e+05,23061,33115,10586,166,110,977,66809,8575,6183,4.7462e+05,1
46548,4553.9,47570,3370,31202,10,65381,18390,5448,719.21,7198.9,9025,1608,5684,2.2233e+05,1
9.5542e+05,5,40310,10490,2.7841e+05,453.75,1.3627e+05,3950,779,56.519,565.73,51593,39868,11463,1.3646e+06,1
1.2766e+05,1601,15355,764,52692,16241,9908,1568,1132,2023,20250,23020,4231,8801,2.7175e+05,1
32189,3159.7,19371,1568,19721,4006.3,59314,39,10921,499.03,4995,26975,2254,1685,1.7167e+05,1
5.8691e+05,466,45213,2780,5.1484e+05,13785,83879,3625,6,1717,2981,40858,6133,14210,1.1786e+06,1
29239,8653.7,4843,15194,57334,10972,24208,1268,154,1366.7,13680,26111,4711,6778,1.8834e+05,1
1.5309e+05,51,3300,3445.7,21584,11405,10932,1006,1,1420.6,14220,4672,7548,1395,2.1234e+05,1
46554,251,30050,8330,65136,968.44,24892,559,15324,120.63,1207.4,2870.5,3676,1577,1.8237e+05,1
14178,9225,29841,857,26088,1492,14980,1186,529,370.95,3713,10091,1008,2086,1.0338e+05,1
67153,25,9308,3649,22115,472.49,12365,7963,32.932,18,589.1,1400.5,9470,2099,1.2484e+05,1
1.2707e+05,1565.9,1.9624e+05,4473,66721,1985.4,5010,6089,203,247.31,2475.4,1.1142e+05,23779,7324,5.1154e+05,1
65166,4607,35509,1027,45343,19,18581,6376,227.65,3579,4072.3,18801,7031,6428,1.9725e+05,1
7423,976,10995,3899,26131,3992.3,4389,1363,55,497.28,4977.5,1146,1103,5319,67287,1
36426,32,22514,2909,46521,1821.3,24761,2038,533,226.87,2270.8,26113,2981,4872,1.5595e+05,1
7225,396.27,1.0055e+05,9558,1.0792e+05,502.45,32564,1854,180,62.585,626.44,1489.3,910,2555,2.4281e+05,1
3.7274e+05,1165,56158,820,1.5510e+05,27351,77837,8706,5652,3406.8,34100,1.0965e+05,10949,18320,7.7811e+05,1
1.5005e+06,1.9373e+05,4.8022e+05,6.1597e+05,1.0049e+06,2.4564e+05,1.1906e+05,2884,30122,30597,3.0626e+05,1.0103e+06,43964,48529,4.9985e+06,1
47529,632,52826,6964,1.0846e+05,5858.2,19599,7164,408.3,729.69,7303.9,26670,11417,6468,2.7841e+05,1
1.7564e+05,5000,86722,8396,1.6327e+05,3635.5,12568,1704,59,452.84,4532.7,1.3481e+05,13055,4008,5.6901e+05,1
40564,204.11,7410,78.189,24450,258.8,14194,1353,18,32.236,322.67,9109,9845,3619,99914,1
71224,3090,8396,645,17200,1812.5,3785,673,3,225.76,2259.8,13247,5133,1733,1.1738e+05,1
1.2384e+05,1045,19065,222,79792,122,31265,4716,104,2346,9966,21615,6912,3935,2.7804e+05,1
5.0736e+05,3.2792e+05,91407,939,1.4825e+05,3.7581e+05,1.3256e+05,21176,2045,95775,10000,2.3977e+05,7280,13377,1.8117e+06,1
1.506e+05,559,83867,7073,1.0911e+05,4937.7,15495,3626,356,615.04,6156.3,70227,3461,7869,4.2597e+05,1
1.7751e+05,1472.5,30772,35232,1.0609e+05,1867.1,70325,1319,863,232.56,2327.8,7334,9290,5029,4.0765e+05,1
68637,1116.5,32992,2802,90257,1415.6,53018,4873,98.664,176.33,1764.9,12196,5680,13382,2.6072e+05,1
1.1488e+05,6221,4621,1161,1.2583e+05,32747,88516,2863,644,4079,532,25522,5529,7869,3.7303e+05,1
13437,2164.6,7038,343,20342,2744.6,6863,657,1,341.87,3421.9,6171,211,720,58383,1
779,1508.2,43997,6831,77409,1912.3,12850,4188,998,238.2,2384.3,25301,3007,3786,1.695e+05,1
3.1141e+05,179,33370,6067,2.2813e+05,13074,30736,5684,911.22,1628.5,16300,5668,12001,52338,6.5686e+05,1
22377,958,43771,4097,49479,3944.7,30756,3479,274.94,491.35,13091,17775,2031,2391,1.8212e+05,1
72552,143,30305,37984,84905,2475.7,31774,2470,172.55,2059,3086.7,38482,3423,2651,2.8165e+05,1
43021,511,28125,9549,33949,104,44000,2633,50,72,32547,22869,5634,5766,2.1347e+05,1
1.54e+05,74,31966,18017,94884,1186.1,81363,7896,32,84,1478.9,3595,1019,7868,3.6379e+05,1
2.5319e+05,303,38791,14104,72435,20062,31377,3700,19,2498.9,25012,8832,8660,10026,4.2564e+05,1
1.3584e+05,4741.2,21545,5771,50668,25,20925,10672,33,748.8,10602,8542,867,20582,2.6442e+05,1
53315,6771,6431,1619,38728,3982,50883,681,722.54,1291.3,12925,1.9662e+05,100,5056,3.4491e+05,1
1.9557e+05,24871,1.0416e+05,6703,2.2161e+05,31535,37378,7441,521,3928,2977,16122,17612,8814,5.7233e+05,1
56663,1301.9,4457.3,498.71,17250,1650.7,4012,2,115.05,205.61,2058.1,4892.7,3350,1095,87488,1
20168,599.58,18018,229.68,59076,760.23,22425,6206,52.986,94.694,947.84,24801,1869,1515,1.4218e+05,1
48425,926.94,78441,3097,10952,1175.3,61464,5462,480,146.4,1465.4,6739,2225,4624,2.0834e+05,1
28908,597,52778,12236,40428,6722.3,18144,9768,271,837.34,8381.3,32499,7403,2490,2.037e+05,1
13322,484.28,52421,10640,38547,0,7507.3,437.44,273.03,0,0,22308,2889.7,1810,1.3001e+05,1
4137,1781.5,8133,1950,6399,2258.8,13262,956,779,281.36,2816.3,3447,3623,772,40060,1
55693,8.763,7879,1647,23554,2733,18189,1004,135,1.384,13.853,3656,2942,9085,1.1141e+05,1
1.8621e+05,2419,1.3268e+05,1589,1.3301e+05,3067.1,34643,6499,213.77,382.04,3824.1,70530,2974,11205,5.42e+05,1
1.8312e+05,10078,88639,15548,20102,12778,1.0707e+05,5560,1636,1591.6,15931,21350,11114,9793,4.6795e+05,1
44602,1064.5,20011,2633,12038,1349.7,5500,643,27,168.12,1682.7,7051,3873,1040,94490,1
45270,157.88,7870,60.478,27583,200.18,17500,5205,13.952,24.934,249.58,31220,2955,2738,1.2224e+05,1
54717,3115.8,34713,724,84503,3950.6,7365,2980.2,275.35,492.09,21112,27868,893,30582,2.4612e+05,1
10017,1907,18983,2802,36743,2418,21852,782,85,301.19,3014.7,1648,5241,1746,99144,1
84223,638,16993,1384,26118,259,2276,1801,15,326.99,3273,17250,1913,2111,1.4312e+05,1
82268,158,15307,3497,39516,10875,35596,2289,308,1354.6,13559,19782,9448,5076,2.1645e+05,1
93399,943,6894,6741,15534,743,6741,280,8,82.02,820.98,1350,3790,1894,1.2722e+05,1
1.2726e+05,7443,20890,9744,1.1070e+05,9437.3,74253,6731,597,1175.5,11766,23746,4095,6397,3.6465e+05,1
